CODIGO	FECHA	VALOR	UNIDAD_MEDIDA
CCR_IDB .DESCARGA TOTAL-IPU .AV	01/11/1988 00:00:00	219,77	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	02/11/1988 00:00:00	219,7	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	03/11/1988 00:00:00	219,66	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	04/11/1988 00:00:00	219,6	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	05/11/1988 00:00:00	219,56	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	06/11/1988 00:00:00	219,56	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	07/11/1988 00:00:00	219,51	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	08/11/1988 00:00:00	219,52	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	09/11/1988 00:00:00	219,53	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	10/11/1988 00:00:00	219,53	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	11/11/1988 00:00:00	219,54	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	12/11/1988 00:00:00	219,54	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	13/11/1988 00:00:00	219,55	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	14/11/1988 00:00:00	219,5	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	15/11/1988 00:00:00	219,5	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	16/11/1988 00:00:00	219,5	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	17/11/1988 00:00:00	219,5	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	18/11/1988 00:00:00	219,5	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	19/11/1988 00:00:00	219,5	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	20/11/1988 00:00:00	219,5	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	21/11/1988 00:00:00	219,62	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	22/11/1988 00:00:00	219,66	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	23/11/1988 00:00:00	219,64	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	24/11/1988 00:00:00	219,58	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	25/11/1988 00:00:00	219,55	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	26/11/1988 00:00:00	219,55	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	27/11/1988 00:00:00	219,54	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	28/11/1988 00:00:00	219,48	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	29/11/1988 00:00:00	219,46	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	30/11/1988 00:00:00	219,46	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	01/12/1988 00:00:00	219,48	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	02/12/1988 00:00:00	219,48	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	03/12/1988 00:00:00	219,5	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	04/12/1988 00:00:00	219,58	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	05/12/1988 00:00:00	219,64	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	06/12/1988 00:00:00	219,64	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	07/12/1988 00:00:00	219,63	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	08/12/1988 00:00:00	219,58	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	09/12/1988 00:00:00	219,59	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	10/12/1988 00:00:00	219,64	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	11/12/1988 00:00:00	219,67	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	12/12/1988 00:00:00	219,67	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	13/12/1988 00:00:00	219,66	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	14/12/1988 00:00:00	219,64	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	15/12/1988 00:00:00	219,6	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	16/12/1988 00:00:00	219,56	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	17/12/1988 00:00:00	219,58	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	18/12/1988 00:00:00	219,57	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	19/12/1988 00:00:00	219,62	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	20/12/1988 00:00:00	219,63	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	21/12/1988 00:00:00	219,64	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	22/12/1988 00:00:00	219,67	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	23/12/1988 00:00:00	219,64	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	24/12/1988 00:00:00	219,63	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	25/12/1988 00:00:00	219,62	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	26/12/1988 00:00:00	219,64	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	27/12/1988 00:00:00	219,6	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	28/12/1988 00:00:00	219,62	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	29/12/1988 00:00:00	219,64	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	30/12/1988 00:00:00	219,64	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	31/12/1988 00:00:00	219,64	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	01/01/1989 00:00:00	219,63	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	02/01/1989 00:00:00	219,67	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	03/01/1989 00:00:00	219,68	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	04/01/1989 00:00:00	219,69	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	05/01/1989 00:00:00	219,71	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	06/01/1989 00:00:00	219,71	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	07/01/1989 00:00:00	219,71	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	08/01/1989 00:00:00	219,68	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	09/01/1989 00:00:00	219,67	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	10/01/1989 00:00:00	219,7	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	11/01/1989 00:00:00	219,72	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	12/01/1989 00:00:00	219,73	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	13/01/1989 00:00:00	219,66	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	14/01/1989 00:00:00	219,59	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	15/01/1989 00:00:00	219,54	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	16/01/1989 00:00:00	219,62	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	17/01/1989 00:00:00	219,69	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	18/01/1989 00:00:00	219,72	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	19/01/1989 00:00:00	219,77	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	20/01/1989 00:00:00	219,76	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	21/01/1989 00:00:00	219,71	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	22/01/1989 00:00:00	219,69	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	23/01/1989 00:00:00	219,63	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	24/01/1989 00:00:00	219,55	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	25/01/1989 00:00:00	219,63	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	26/01/1989 00:00:00	219,7	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	27/01/1989 00:00:00	219,74	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	28/01/1989 00:00:00	219,76	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	29/01/1989 00:00:00	219,76	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	30/01/1989 00:00:00	219,84	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	31/01/1989 00:00:00	219,9	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	01/02/1989 00:00:00	219,9	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	02/02/1989 00:00:00	219,89	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	03/02/1989 00:00:00	219,85	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	04/02/1989 00:00:00	219,78	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	05/02/1989 00:00:00	219,7	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	06/02/1989 00:00:00	219,6	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	07/02/1989 00:00:00	219,58	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	08/02/1989 00:00:00	219,6	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	09/02/1989 00:00:00	219,65	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	10/02/1989 00:00:00	219,6	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	11/02/1989 00:00:00	219,58	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	12/02/1989 00:00:00	219,53	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	13/02/1989 00:00:00	219,49	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	14/02/1989 00:00:00	219,51	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	15/02/1989 00:00:00	219,51	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	16/02/1989 00:00:00	219,53	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	17/02/1989 00:00:00	219,51	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	18/02/1989 00:00:00	219,54	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	19/02/1989 00:00:00	219,54	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	20/02/1989 00:00:00	219,63	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	21/02/1989 00:00:00	219,67	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	22/02/1989 00:00:00	219,73	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	23/02/1989 00:00:00	219,7	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	24/02/1989 00:00:00	219,73	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	25/02/1989 00:00:00	219,78	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	26/02/1989 00:00:00	219,8	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	27/02/1989 00:00:00	219,84	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	28/02/1989 00:00:00	219,84	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	01/03/1989 00:00:00	219,83	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	02/03/1989 00:00:00	219,8	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	03/03/1989 00:00:00	219,75	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	04/03/1989 00:00:00	219,72	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	05/03/1989 00:00:00	219,7	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	06/03/1989 00:00:00	219,71	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	07/03/1989 00:00:00	219,7	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	08/03/1989 00:00:00	219,71	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	09/03/1989 00:00:00	219,72	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	10/03/1989 00:00:00	219,72	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	11/03/1989 00:00:00	219,7	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	12/03/1989 00:00:00	219,63	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	13/03/1989 00:00:00	219,54	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	14/03/1989 00:00:00	219,58	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	15/03/1989 00:00:00	219,58	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	16/03/1989 00:00:00	219,63	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	17/03/1989 00:00:00	219,65	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	18/03/1989 00:00:00	219,63	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	19/03/1989 00:00:00	219,62	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	20/03/1989 00:00:00	219,64	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	21/03/1989 00:00:00	219,64	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	22/03/1989 00:00:00	219,64	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	23/03/1989 00:00:00	219,63	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	24/03/1989 00:00:00	219,64	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	25/03/1989 00:00:00	219,63	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	26/03/1989 00:00:00	219,62	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	27/03/1989 00:00:00	219,58	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	28/03/1989 00:00:00	219,57	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	29/03/1989 00:00:00	219,58	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	30/03/1989 00:00:00	219,58	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	31/03/1989 00:00:00	219,68	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	01/04/1989 00:00:00	219,7	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	02/04/1989 00:00:00	219,71	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	03/04/1989 00:00:00	219,68	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	04/04/1989 00:00:00	219,64	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	05/04/1989 00:00:00	219,63	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	06/04/1989 00:00:00	219,6	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	07/04/1989 00:00:00	219,57	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	08/04/1989 00:00:00	219,59	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	09/04/1989 00:00:00	219,6	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	10/04/1989 00:00:00	219,6	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	11/04/1989 00:00:00	219,63	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	12/04/1989 00:00:00	219,6	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	13/04/1989 00:00:00	219,58	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	14/04/1989 00:00:00	219,59	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	15/04/1989 00:00:00	219,61	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	16/04/1989 00:00:00	219,61	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	17/04/1989 00:00:00	219,6	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	18/04/1989 00:00:00	219,64	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	19/04/1989 00:00:00	219,68	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	20/04/1989 00:00:00	219,78	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	21/04/1989 00:00:00	219,84	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	22/04/1989 00:00:00	219,87	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	23/04/1989 00:00:00	219,77	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	24/04/1989 00:00:00	219,62	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	25/04/1989 00:00:00	219,53	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	26/04/1989 00:00:00	219,44	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	27/04/1989 00:00:00	219,4	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	28/04/1989 00:00:00	219,42	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	29/04/1989 00:00:00	219,44	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	30/04/1989 00:00:00	219,51	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	01/05/1989 00:00:00	219,66	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	02/05/1989 00:00:00	219,75	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	03/05/1989 00:00:00	219,87	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	04/05/1989 00:00:00	219,84	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	05/05/1989 00:00:00	219,84	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	06/05/1989 00:00:00	219,75	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	07/05/1989 00:00:00	219,78	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	08/05/1989 00:00:00	219,85	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	09/05/1989 00:00:00	219,92	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	10/05/1989 00:00:00	219,88	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	11/05/1989 00:00:00	219,85	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	12/05/1989 00:00:00	219,81	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	13/05/1989 00:00:00	219,72	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	14/05/1989 00:00:00	219,65	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	15/05/1989 00:00:00	219,58	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	16/05/1989 00:00:00	219,54	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	17/05/1989 00:00:00	219,53	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	18/05/1989 00:00:00	219,59	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	19/05/1989 00:00:00	219,59	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	20/05/1989 00:00:00	219,59	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	21/05/1989 00:00:00	219,58	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	22/05/1989 00:00:00	219,56	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	23/05/1989 00:00:00	219,54	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	24/05/1989 00:00:00	219,56	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	25/05/1989 00:00:00	219,57	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	26/05/1989 00:00:00	219,57	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	27/05/1989 00:00:00	219,57	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	28/05/1989 00:00:00	219,58	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	29/05/1989 00:00:00	219,57	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	30/05/1989 00:00:00	219,57	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	31/05/1989 00:00:00	219,55	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	01/06/1989 00:00:00	219,51	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	02/06/1989 00:00:00	219,48	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	03/06/1989 00:00:00	219,48	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	04/06/1989 00:00:00	219,49	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	05/06/1989 00:00:00	219,49	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	06/06/1989 00:00:00	219,48	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	07/06/1989 00:00:00	219,47	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	08/06/1989 00:00:00	219,53	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	09/06/1989 00:00:00	219,53	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	10/06/1989 00:00:00	219,5	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	11/06/1989 00:00:00	219,47	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	12/06/1989 00:00:00	219,47	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	13/06/1989 00:00:00	219,51	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	14/06/1989 00:00:00	219,53	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	15/06/1989 00:00:00	219,55	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	16/06/1989 00:00:00	219,56	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	17/06/1989 00:00:00	219,54	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	18/06/1989 00:00:00	219,52	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	19/06/1989 00:00:00	219,5	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	20/06/1989 00:00:00	219,5	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	21/06/1989 00:00:00	219,51	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	22/06/1989 00:00:00	219,5	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	23/06/1989 00:00:00	219,46	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	24/06/1989 00:00:00	219,5	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	25/06/1989 00:00:00	219,52	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	26/06/1989 00:00:00	219,55	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	27/06/1989 00:00:00	219,54	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	28/06/1989 00:00:00	219,54	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	29/06/1989 00:00:00	219,54	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	30/06/1989 00:00:00	219,55	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	01/07/1989 00:00:00	219,52	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	02/07/1989 00:00:00	219,52	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	03/07/1989 00:00:00	219,47	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	04/07/1989 00:00:00	219,51	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	05/07/1989 00:00:00	219,5	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	06/07/1989 00:00:00	219,52	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	07/07/1989 00:00:00	219,52	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	08/07/1989 00:00:00	219,51	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	09/07/1989 00:00:00	219,5	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	10/07/1989 00:00:00	219,5	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	11/07/1989 00:00:00	219,48	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	12/07/1989 00:00:00	219,48	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	13/07/1989 00:00:00	219,47	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	14/07/1989 00:00:00	219,46	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	15/07/1989 00:00:00	219,48	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	16/07/1989 00:00:00	219,48	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	17/07/1989 00:00:00	219,48	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	18/07/1989 00:00:00	219,48	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	19/07/1989 00:00:00	219,48	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	20/07/1989 00:00:00	219,48	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	21/07/1989 00:00:00	219,46	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	22/07/1989 00:00:00	219,4	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	23/07/1989 00:00:00	219,39	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	24/07/1989 00:00:00	219,38	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	25/07/1989 00:00:00	219,4	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	26/07/1989 00:00:00	219,44	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	27/07/1989 00:00:00	219,48	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	28/07/1989 00:00:00	219,58	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	29/07/1989 00:00:00	219,8	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	30/07/1989 00:00:00	219,96	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	31/07/1989 00:00:00	220,08	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	01/08/1989 00:00:00	220,4	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	02/08/1989 00:00:00	220,3	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	03/08/1989 00:00:00	220,01	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	04/08/1989 00:00:00	219,96	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	05/08/1989 00:00:00	219,92	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	06/08/1989 00:00:00	219,84	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	07/08/1989 00:00:00	219,73	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	08/08/1989 00:00:00	219,66	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	09/08/1989 00:00:00	219,58	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	10/08/1989 00:00:00	219,54	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	11/08/1989 00:00:00	219,52	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	12/08/1989 00:00:00	219,49	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	13/08/1989 00:00:00	219,44	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	14/08/1989 00:00:00	219,44	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	15/08/1989 00:00:00	219,48	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	16/08/1989 00:00:00	219,48	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	17/08/1989 00:00:00	219,48	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	18/08/1989 00:00:00	219,48	msnm
